MSA name,Output
1587.ID_213:binShort:4_left_left__REDUCED__28614-28659___28647-28721__DOTS_1,no significant pairs
1588.ID_214_left__REDUCED__16215-16269___16366-16430__DOTS_1,no significant pairs
1589.ID_214:binLong:16_left_left__REDUCED__28835-28885___28900-28973__DOTS_1,no significant pairs
159.ID_1082_left__REDUCED__17687-17735___17720-17762__DOTS_1,no significant pairs
1590.ID_214:binLong:55_left_left__REDUCED__20262-20308___20326-20388__DOTS_1,no significant pairs
1591.ID_215_left__REDUCED__4329-4384___4826-4888__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1592.ID_215:binLong:14_left_left__REDUCED__703-800___1535-1652__DOTS_1,no significant pairs
1593.ID_215:binLong:55_left_left__REDUCED__28300-28379___29054-29135__DOTS_1,no significant pairs
1594.ID_215:binShort:1_left_left__REDUCED__5844-5896___5880-5931__DOTS_1,no significant pairs
1595.ID_216_left__REDUCED__28372-28468___28945-29033__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1596.ID_216:binLong:14_left_left__REDUCED__13583-13662___14514-14571__DOTS_1,no significant pairs
1597.ID_216:binLong:7_left_left__REDUCED__2672-2727___2765-2833__DOTS_1,no significant pairs
1598.ID_216:binShort:2_left_left__REDUCED__15439-15491___15478-15528__DOTS_1,no significant pairs
1599.ID_216:binShort:3_left_left__REDUCED__7829-7895___7859-7912__DOTS_1,no significant pairs
16.ID_1007:binLong:28_left_left__REDUCED__29659-29687___29804-29876__DOTS_1,no significant pairs
160.ID_1083_left__REDUCED__5196-5256___5508-5572__DOTS_1,no significant pairs
1600.ID_217_left__REDUCED__28322-28383___28969-29049__DOTS_1,no significant pairs
1601.ID_217:binLong:11_left_left__REDUCED__17000-17060___17309-17367__DOTS_1,no significant pairs
1602.ID_217:binLong:19_left_left__REDUCED__14902-14953___16043-16098__DOTS_1,no significant pairs
1603.ID_217:binLong:55_left_left__REDUCED__2130-2217___2672-2711__DOTS_1,no significant pairs
1604.ID_217:binShort:1_left_left__REDUCED__4095-4140___4128-4182__DOTS_1,no significant pairs
1605.ID_217:binShort:2_left_left__REDUCED__27168-27220___27181-27243__DOTS_1,no significant pairs
1606.ID_217:binShort:4_left_left__REDUCED__14001-14075___14056-14108__DOTS_1,no significant pairs
1607.ID_218_left__REDUCED__11456-11523___11699-11788__DOTS_1,no significant pairs
1608.ID_218:binLong:1_left_left__REDUCED__2644-2710___4327-4366__DOTS_1,no significant pairs
1609.ID_218:binShort:3_left_left__REDUCED__23263-23328___23314-23353__DOTS_1,no significant pairs
161.ID_1084_left__REDUCED__21036-21085___21100-21137__DOTS_1,no significant pairs
1610.ID_219_left__REDUCED__28270-28523___28892-29039__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1611.ID_219:binLong:19_left_left__REDUCED__17369-17406___17430-17477__DOTS_1,no significant pairs
1612.ID_219:binLong:55_left_left__REDUCED__27503-27574___27576-27650__DOTS_1,no significant pairs
1613.ID_219:binShort:2_left_left__REDUCED__26998-27045___27027-27099__DOTS_1,no significant pairs
1614.ID_21:binLong:10_left_left__REDUCED__966-1101___1350-1429__DOTS_1,no significant pairs
1615.ID_21:binLong:12_left_left__REDUCED__22902-22958___23024-23091__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1616.ID_21:binLong:24_left_left__REDUCED__7529-7624___8215-8324__DOTS_1,no significant pairs
1617.ID_21:binLong:26_left_left__REDUCED__11826-11909___12183-12285__DOTS_1,no significant pairs
1618.ID_21:binLong:27_left_left__REDUCED__13575-13649___14518-14586__DOTS_1,no significant pairs
1619.ID_21:binLong:3_left_left__REDUCED__20171-20248___20768-20805__DOTS_1,no significant pairs
162.ID_1085_left__REDUCED__9431-9576___9868-9943__DOTS_1,no significant pairs
1620.ID_21:binLong:55_left_left__REDUCED__5770-5812___5820-5872__DOTS_1,no significant pairs
1621.ID_21:binShort:2_left_left__REDUCED__5844-5882___5868-5934__DOTS_1,no significant pairs
1622.ID_22_left__REDUCED__20615-20653___20649-20697__DOTS_1,no significant pairs
1623.ID_220_left__REDUCED__17112-17168___17177-17245__DOTS_1,no significant pairs
1624.ID_220:binLong:17_left_left__REDUCED__13365-13431___14794-14843__DOTS_1,no significant pairs
1625.ID_220:binLong:65_left_left__REDUCED__27775-27819___29181-29246__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1626.ID_220:binShort:2_left_left__REDUCED__8261-8313___8294-8357__DOTS_1,no significant pairs
1627.ID_220:binShort:4_left_left__REDUCED__18086-18150___18124-18180__DOTS_1,no significant pairs
1628.ID_221_left__REDUCED__16217-16283___16366-16428__DOTS_1,no significant pairs
1629.ID_221:binLong:16_left_left__REDUCED__3496-3550___3558-3611__DOTS_1,no significant pairs
163.ID_1086_left__REDUCED__13592-13659___14493-14551__DOTS_1,no significant pairs
1630.ID_221:binLong:9_left_left__REDUCED__9459-9517___9872-9939__DOTS_1,no significant pairs
1631.ID_221:binShort:2_left_left__REDUCED__17781-17844___17817-17867__DOTS_1,no significant pairs
1632.ID_221:binShort:3_left_left__REDUCED__5456-5526___5473-5557__DOTS_1,no significant pairs
1633.ID_221:binShort:4_left_left__REDUCED__6280-6328___6319-6359__DOTS_1,no significant pairs
1634.ID_222_left__REDUCED__10116-10177___10283-10349__DOTS_1,no significant pairs
1635.ID_222:binShort:2_left_left__REDUCED__13333-13394___13380-13423__DOTS_1,no significant pairs
1636.ID_223_left__REDUCED__11467-11558___11687-11781__DOTS_1,no significant pairs
1637.ID_223:binShort:1_left_left__REDUCED__15654-15714___15703-15757__DOTS_1,no significant pairs
1638.ID_223:binShort:4_left_left__REDUCED__4421-4502___4441-4512__DOTS_1,no significant pairs
1639.ID_224_left__REDUCED__28310-28375___29036-29111__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
164.ID_1087_left__REDUCED__27936-27988___27971-28017__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1640.ID_224:binLong:23_left_left__REDUCED__15212-15270___15351-15413__DOTS_1,no significant pairs
1641.ID_224:binLong:26_left_left__REDUCED__4096-4155___4982-5034__DOTS_1,no significant pairs
1642.ID_224:binLong:55_left_left__REDUCED__3071-3139___3111-3172__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1643.ID_224:binShort:1_left_left__REDUCED__1304-1352___1338-1412__DOTS_1,no significant pairs
1644.ID_225_left__REDUCED__27773-27820___29161-29247__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1645.ID_225:binLong:16_left_left__REDUCED__9011-9049___9073-9159__DOTS_1,no significant pairs
1646.ID_225:binLong:55_left_left__REDUCED__13143-13221___13218-13267__DOTS_1,no significant pairs
1647.ID_225:binLong:58_left_left__REDUCED__18916-18982___19000-19059__DOTS_1,no significant pairs
1648.ID_225:binLong:6_left_left__REDUCED__950-1039___1370-1436__DOTS_1,no significant pairs
1649.ID_225:binShort:1_left_left__REDUCED__9915-9952___9940-10003__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
165.ID_1088_left__REDUCED__14049-14103___14087-14158__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1650.ID_225:binShort:2_left_left__REDUCED__6317-6466___6370-6466__DOTS_1,no significant pairs
1651.ID_226_left__REDUCED__28647-28707___28699-28763__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1652.ID_226:binLong:27_left_left__REDUCED__2654-2716___4325-4363__DOTS_1,no significant pairs
1653.ID_226:binShort:1_left_left__REDUCED__2653-2718___2669-2746__DOTS_1,no significant pairs
1654.ID_226:binShort:2_left_left__REDUCED__466-554___535-584__DOTS_1,no significant pairs
1655.ID_227_left__REDUCED__4120-4203___4218-4281__DOTS_1,no significant pairs
1656.ID_227:binLong:12_left_left__REDUCED__18285-18349___19226-19281__DOTS_1,no significant pairs
1657.ID_227:binShort:4_left_left__REDUCED__12290-12354___12333-12385__DOTS_1,no significant pairs
1658.ID_228_left__REDUCED__2679-2738___2725-2779__DOTS_1,no significant pairs
1659.ID_228:binLong:20_left_left__REDUCED__10367-10409___10615-10667__DOTS_1,no significant pairs
166.ID_1088:binLong:72_left_left__REDUCED__2900-2945___3105-3154__DOTS_1,no significant pairs
1660.ID_228:binShort:1_left_left__REDUCED__9923-9970___9959-10004__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1661.ID_229_left__REDUCED__6111-6174___6247-6288__DOTS_1,no significant pairs
1662.ID_229:binLong:10_left_left__REDUCED__16663-16711___16911-16978__DOTS_1,no significant pairs
1663.ID_229:binLong:16_left_left__REDUCED__9477-9584___9892-9957__DOTS_1,no significant pairs
1664.ID_22:binLong:1_left_left__REDUCED__16211-16271___16353-16426__DOTS_1,no significant pairs
1665.ID_22:binLong:12_left_left__REDUCED__828-891___1427-1522__DOTS_1,no significant pairs
1666.ID_22:binLong:14_left_left__REDUCED__15403-15504___17419-17472__DOTS_1,no significant pairs
1667.ID_22:binLong:2_left_left__REDUCED__6006-6175___6458-6564__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1668.ID_22:binLong:20_left_left__REDUCED__28386-28498___28896-29019__DOTS_1,no significant pairs
1669.ID_22:binLong:3_left_left__REDUCED__7949-7986___8010-8102__DOTS_1,no significant pairs
167.ID_1089_left__REDUCED__19659-19729___19682-19751__DOTS_1,no significant pairs
1670.ID_22:binLong:6_left_left__REDUCED__16233-16323___16334-16404__DOTS_1,no significant pairs
1671.ID_22:binLong:8_left_left__REDUCED__11221-11283___12278-12337__DOTS_1,no significant pairs
1672.ID_22:binLong:9_left_left__REDUCED__12346-12438___12716-12768__DOTS_1,no significant pairs
1673.ID_22:binShort:3_left_left__REDUCED__15912-15981___15961-16029__DOTS_1,no significant pairs
1674.ID_22:binShort:4_left_left__REDUCED__10233-10288___10263-10322__DOTS_1,no significant pairs
1675.ID_23_left__REDUCED__28220-28376___29074-29144__DOTS_1,no significant pairs
1676.ID_230_left__REDUCED__1917-1989___2922-2977__DOTS_1,no significant pairs
1677.ID_230:binLong:16_left_left__REDUCED__28340-28370___28397-28467__DOTS_1,no significant pairs
1678.ID_230:binLong:20_left_left__REDUCED__28319-28387___28936-29052__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1679.ID_230:binLong:55_left_left__REDUCED__1807-1890___1880-1963__DOTS_1,no significant pairs
168.ID_108:binLong:2_left_left__REDUCED__15395-15470___16332-16384__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1680.ID_230:binShort:1_left_left__REDUCED__16716-16765___16752-16799__DOTS_1,no significant pairs
1681.ID_231_left__REDUCED__4412-4458___4623-4684__DOTS_1,no significant pairs
1682.ID_231:binLong:60_left_left__REDUCED__16741-16788___16828-16873__DOTS_1,no significant pairs
1683.ID_231:binShort:1_left_left__REDUCED__1799-1833___1822-1890__DOTS_1,no significant pairs
1684.ID_232_left__REDUCED__5924-6147___6473-6573__DOTS_1,no significant pairs
1685.ID_232:binLong:3_left_left__REDUCED__4814-4858___4922-4980__DOTS_1,no significant pairs
1686.ID_232:binLong:66_left_left__REDUCED__4127-4197___4917-4954__DOTS_1,no significant pairs
1687.ID_232:binShort:1_left_left__REDUCED__16623-16689___16666-16712__DOTS_1,no significant pairs
1688.ID_233_left__REDUCED__29636-29690___29822-29879__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1689.ID_233:binLong:17_left_left__REDUCED__702-776___1544-1647__DOTS_1,no significant pairs
169.ID_108:binLong:5_left_left__REDUCED__4318-4384___4820-4885__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1690.ID_233:binShort:3_left_left__REDUCED__12172-12245___12196-12289__DOTS_1,no significant pairs
1691.ID_234_left__REDUCED__28297-28517___28898-29006__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1692.ID_234:binLong:14_left_left__REDUCED__12347-12425___12693-12760__DOTS_1,no significant pairs
1693.ID_234:binShort:3_left_left__REDUCED__19124-19168___19151-19199__DOTS_1,no significant pairs
1694.ID_234:binShort:4_left_left__REDUCED__10011-10069___10043-10115__DOTS_1,no significant pairs
1695.ID_235_left__REDUCED__16244-16315___16371-16432__DOTS_1,no significant pairs
1696.ID_235:binLong:11_left_left__REDUCED__15383-15449___15869-15920__DOTS_1,no significant pairs
1697.ID_235:binLong:21_left_left__REDUCED__28822-28897___28915-28979__DOTS_1,no significant pairs
1698.ID_235:binShort:1_left_left__REDUCED__5658-5724___5699-5748__DOTS_1,no significant pairs
1699.ID_236_left__REDUCED__15163-15195___15213-15280__DOTS_1,no significant pairs
17.ID_1008_left__REDUCED__10778-10825___10813-10854__DOTS_1,no significant pairs
170.ID_108:binLong:55_left_left__REDUCED__5686-5760___5760-5848__DOTS_1,no significant pairs
1700.ID_236:binLong:11_left_left__REDUCED__11822-11891___11938-12013__DOTS_1,no significant pairs
1701.ID_236:binLong:7_left_left__REDUCED__18756-18895___18987-19077__DOTS_1,no significant pairs
1702.ID_236:binShort:1_left_left__REDUCED__1139-1215___1186-1228__DOTS_1,no significant pairs
1703.ID_236:binShort:3_left_left__REDUCED__8185-8249___8217-8283__DOTS_1,no significant pairs
1704.ID_237_left__REDUCED__16430-16477___16486-16576__DOTS_1,no significant pairs
1705.ID_237:binLong:16_left_left__REDUCED__12064-12124___12147-12192__DOTS_1,no significant pairs
1706.ID_237:binLong:43_left_left__REDUCED__29704-29737___29755-29798__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1707.ID_237:binLong:7_left_left__REDUCED__19703-19772___20046-20107__DOTS_1,no significant pairs
1708.ID_237:binShort:1_left_left__REDUCED__10165-10249___10214-10278__DOTS_1,no significant pairs
1709.ID_237:binShort:3_left_left__REDUCED__660-743___720-757__DOTS_1,no significant pairs
171.ID_108:binShort:1_left_left__REDUCED__15093-15151___15139-15191__DOTS_1,no significant pairs
1710.ID_237:binShort:4_left_left__REDUCED__23505-23548___23539-23603__DOTS_1,no significant pairs
1711.ID_238_left__REDUCED__16431-16485___16559-16620__DOTS_1,no significant pairs
1712.ID_238:binShort:2_left_left__REDUCED__17242-17316___17302-17345__DOTS_1,no significant pairs
1713.ID_238:binShort:3_left_left__REDUCED__16011-16068___16044-16108__DOTS_1,no significant pairs
1714.ID_239_left__REDUCED__5625-5683___8902-8960__DOTS_1,no significant pairs
1715.ID_239:binShort:1_left_left__REDUCED__28199-28255___28240-28298__DOTS_1,no significant pairs
1716.ID_239:binShort:2_left_left__REDUCED__3081-3149___3094-3167__DOTS_1,no significant pairs
1717.ID_239:binShort:4_left_left__REDUCED__6513-6557___6539-6590__DOTS_1,no significant pairs
1718.ID_23:binLong:12_left_left__REDUCED__28460-28550___28665-28789__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1719.ID_23:binLong:20_left_left__REDUCED__19647-19721___20058-20112__DOTS_1,no significant pairs
172.ID_108:binShort:2_left_left__REDUCED__14978-15058___15015-15081__DOTS_1,no significant pairs
1720.ID_23:binLong:25_left_left__REDUCED__27780-27848___29134-29239__DOTS_1,no significant pairs
1721.ID_23:binLong:3_left_left__REDUCED__13374-13439___14773-14836__DOTS_1,no significant pairs
1722.ID_23:binLong:55_left_left__REDUCED__1252-1306___1311-1356__DOTS_1,no significant pairs
1723.ID_23:binLong:60_left_left__REDUCED__5946-6017___6550-6583__DOTS_1,no significant pairs
1724.ID_23:binLong:69_left_left__REDUCED__12603-12656___12697-12729__DOTS_1,no significant pairs
1725.ID_23:binShort:1_left_left__REDUCED__13480-13544___13521-13573__DOTS_1,no significant pairs
1726.ID_23:binShort:2_left_left__REDUCED__13487-13535___13516-13561__DOTS_1,no significant pairs
1727.ID_23:binShort:4_left_left__REDUCED__1988-2052___2028-2095__DOTS_1,no significant pairs
1728.ID_24_left__REDUCED__10299-10355___10724-10781__DOTS_1,no significant pairs
1729.ID_240_left__REDUCED__17096-17163___17261-17312__DOTS_1,no significant pairs
173.ID_109_left__REDUCED__10938-10996___12362-12423__DOTS_1,no significant pairs
1730.ID_240:binLong:55_left_left__REDUCED__12595-12672___12661-12726__DOTS_1,no significant pairs
1731.ID_240:binShort:2_left_left__REDUCED__3802-3845___3836-3878__DOTS_1,no significant pairs
1732.ID_240:binShort:3_left_left__REDUCED__4275-4347___4316-4364__DOTS_1,no significant pairs
1733.ID_240:binShort:4_left_left__REDUCED__13697-13745___13729-13777__DOTS_1,no significant pairs
1734.ID_241_left__REDUCED__8945-8999___9262-9300__DOTS_1,no significant pairs
1735.ID_241:binLong:16_left_left__REDUCED__10363-10413___10611-10661__DOTS_1,no significant pairs
1736.ID_241:binShort:1_left_left__REDUCED__10609-10652___10635-10700__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1737.ID_241:binShort:4_left_left__REDUCED__28034-28073___28042-28120__DOTS_1,no significant pairs
1738.ID_242_left__REDUCED__16216-16305___16363-16430__DOTS_1,no significant pairs
1739.ID_242:binLong:23_left_left__REDUCED__3692-3739___5687-5743__DOTS_1,no significant pairs
174.ID_1090_left__REDUCED__10301-10351___10725-10780__DOTS_1,no significant pairs
1740.ID_242:binLong:53_left_left__REDUCED__8911-8945___10146-10193__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1741.ID_242:binLong:9_left_left__REDUCED__23178-23245___23563-23613__DOTS_1,no significant pairs
1742.ID_242:binShort:1_left_left__REDUCED__18038-18087___18068-18120__DOTS_1,no significant pairs
1743.ID_243_left__REDUCED__10121-10180___10290-10351__DOTS_1,no significant pairs
1744.ID_243:binShort:1_left_left__REDUCED__13166-13247___13216-13267__DOTS_1,no significant pairs
1745.ID_243:binShort:2_left_left__REDUCED__27943-27991___27982-28014__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1746.ID_243:binShort:3_left_left__REDUCED__4233-4282___4257-4324__DOTS_1,no significant pairs
1747.ID_243:binShort:4_left_left__REDUCED__27558-27614___27604-27642__DOTS_1,no significant pairs
1748.ID_244_left__REDUCED__9439-9576___9872-9948__DOTS_1,no significant pairs
1749.ID_244:binLong:13_left_left__REDUCED__11692-11759___11802-11849__DOTS_1,no significant pairs
175.ID_1091_left__REDUCED__26997-27060___27023-27101__DOTS_1,no significant pairs
1750.ID_244:binLong:39_left_left__REDUCED__12799-12839___13277-13363__DOTS_1,no significant pairs
1751.ID_244:binShort:1_left_left__REDUCED__16920-16963___16946-17002__DOTS_1,no significant pairs
1752.ID_245_left__REDUCED__28448-28517___28688-28752__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1753.ID_245:binLong:51_left_left__REDUCED__8118-8173___8196-8255__DOTS_1,no significant pairs
1754.ID_245:binShort:1_left_left__REDUCED__19035-19093___19041-19120__DOTS_1,no significant pairs
1755.ID_245:binShort:3_left_left__REDUCED__20562-20606___20595-20653__DOTS_1,no significant pairs
1756.ID_245:binShort:4_left_left__REDUCED__16290-16337___16330-16379__DOTS_1,no significant pairs
1757.ID_246_left__REDUCED__703-803___1504-1651__DOTS_1,no significant pairs
1758.ID_246:binLong:2_left_left__REDUCED__18589-18656___21012-21090__DOTS_1,no significant pairs
1759.ID_246:binShort:1_left_left__REDUCED__1960-2010___1999-2045__DOTS_1,no significant pairs
176.ID_1092_left__REDUCED__17539-17605___18116-18180__DOTS_1,no significant pairs
1760.ID_246:binShort:3_left_left__REDUCED__1759-1814___1795-1856__DOTS_1,no significant pairs
1761.ID_246:binShort:4_left_left__REDUCED__29711-29785___29738-29797__DOTS_1,no significant pairs
1762.ID_247_left__REDUCED__1931-1987___2363-2429__DOTS_1,no significant pairs
1763.ID_247:binLong:21_left_left__REDUCED__1924-1979___2928-2980__DOTS_1,no significant pairs
1764.ID_247:binShort:1_left_left__REDUCED__16637-16702___16692-16724__DOTS_1,no significant pairs
1765.ID_247:binShort:2_left_left__REDUCED__17385-17447___17409-17473__DOTS_1,no significant pairs
1766.ID_248_left__REDUCED__2106-2159___2685-2749__DOTS_1,no significant pairs
1767.ID_248:binShort:2_left_left__REDUCED__4913-4961___4949-5013__DOTS_1,no significant pairs
1768.ID_249_left__REDUCED__4415-4480___4598-4670__DOTS_1,no significant pairs
1769.ID_249:binLong:15_left_left__REDUCED__28263-28303___29092-29146__DOTS_1,no significant pairs
177.ID_1093_left__REDUCED__18079-18153___18086-18181__DOTS_1,no significant pairs
1770.ID_249:binShort:2_left_left__REDUCED__4011-4063___4048-4109__DOTS_1,no significant pairs
1771.ID_249:binShort:3_left_left__REDUCED__20006-20065___20056-20100__DOTS_1,no significant pairs
1772.ID_249:binShort:4_left_left__REDUCED__17612-17662___17645-17702__DOTS_1,no significant pairs
1773.ID_24:binLong:11_left_left__REDUCED__14792-14845___15971-16043__DOTS_1,no significant pairs
1774.ID_24:binLong:14_left_left__REDUCED__23136-23194___23584-23633__DOTS_1,no significant pairs
1775.ID_24:binLong:23_left_left__REDUCED__2670-2729___4304-4368__DOTS_1,no significant pairs
1776.ID_24:binLong:27_left_left__REDUCED__2786-2860___3751-3799__DOTS_1,no significant pairs
1777.ID_24:binLong:8_left_left__REDUCED__28321-28379___28918-29060__DOTS_1,no significant pairs
1778.ID_24:binShort:2_left_left__REDUCED__10020-10081___10054-10120__DOTS_1,no significant pairs
1779.ID_24:binShort:3_left_left__REDUCED__18396-18446___18419-18485__DOTS_1,no significant pairs
178.ID_1094_left__REDUCED__9429-9481___9888-9947__DOTS_1,no significant pairs
1780.ID_25_left__REDUCED__4410-4456___4607-4676__DOTS_1,no significant pairs
1781.ID_250_left__REDUCED__3764-3836___3846-3940__DOTS_1,no significant pairs
1782.ID_250:binShort:1_left_left__REDUCED__16277-16339___16304-16363__DOTS_1,no significant pairs
1783.ID_250:binShort:3_left_left__REDUCED__4560-4619___4593-4656__DOTS_1,no significant pairs
1784.ID_250:binShort:4_left_left__REDUCED__2368-2424___2403-2458__DOTS_1,no significant pairs
1785.ID_251_left__REDUCED__9558-9622___10901-10967__DOTS_1,no significant pairs
1786.ID_251:binLong:14_left_left__REDUCED__28631-28683___28719-28781__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1787.ID_251:binShort:1_left_left__REDUCED__1820-1866___1852-1914__DOTS_1,no significant pairs
1788.ID_251:binShort:3_left_left__REDUCED__12417-12492___12433-12506__DOTS_1,no significant pairs
1789.ID_252_left__REDUCED__883-1112___1348-1439__DOTS_1,no significant pairs
179.ID_1095_left__REDUCED__15112-15168___15148-15212__DOTS_1,no significant pairs
1790.ID_252:binLong:55_left_left__REDUCED__13826-13886___14289-14355__DOTS_1,no significant pairs
1791.ID_252:binShort:2_left_left__REDUCED__6835-6881___6853-6911__DOTS_1,no significant pairs
1792.ID_252:binShort:4_left_left__REDUCED__28934-29000___28963-29045__DOTS_1,no significant pairs
1793.ID_253_left__REDUCED__5060-5118___5117-5183__DOTS_1,no significant pairs
1794.ID_253:binLong:19_left_left__REDUCED__15406-15477___17418-17467__DOTS_1,no significant pairs
1795.ID_253:binShort:2_left_left__REDUCED__26925-26973___26964-27022__DOTS_1,no significant pairs
1796.ID_254_left__REDUCED__15800-15845___15872-15926__DOTS_1,no significant pairs
1797.ID_254:binLong:55_left_left__REDUCED__10334-10370___10503-10568__DOTS_1,no significant pairs
1798.ID_254:binLong:6_left_left__REDUCED__11820-11879___12200-12285__DOTS_1,no significant pairs
1799.ID_254:binShort:3_left_left__REDUCED__12776-12827___12819-12871__DOTS_1,no significant pairs
18.ID_1009_left__REDUCED__24851-24888___24878-24934__DOTS_1,no significant pairs
180.ID_1096_left__REDUCED__11215-11264___12289-12343__DOTS_1,no significant pairs
1800.ID_255_left__REDUCED__12857-12925___13017-13067__DOTS_1,no significant pairs
1801.ID_255:binLong:35_left_left__REDUCED__12919-12955___12976-13022__DOTS_1,no significant pairs
1802.ID_255:binShort:1_left_left__REDUCED__14418-14474___14459-14512__DOTS_1,no significant pairs
1803.ID_256_left__REDUCED__14949-15009___15060-15117__DOTS_1,no significant pairs
1804.ID_256:binLong:23_left_left__REDUCED__27764-27826___29176-29254__DOTS_1,no significant pairs
1805.ID_256:binLong:32_left_left__REDUCED__3443-3501___3501-3557__DOTS_1,no significant pairs
1806.ID_256:binShort:4_left_left__REDUCED__1242-1284___1271-1326__DOTS_1,no significant pairs
1807.ID_257_left__REDUCED__11837-11905___11881-11974__DOTS_1,no significant pairs
1808.ID_257:binShort:1_left_left__REDUCED__17524-17559___17549-17591__DOTS_1,no significant pairs
1809.ID_257:binShort:2_left_left__REDUCED__15374-15427___15415-15464__DOTS_1,no significant pairs
181.ID_1097_left__REDUCED__22707-22747___22736-22786__DOTS_1,no significant pairs
1810.ID_257:binShort:3_left_left__REDUCED__29141-29179___29169-29236__DOTS_1,no significant pairs
1811.ID_258_left__REDUCED__10825-10887___10920-10977__DOTS_1,no significant pairs
1812.ID_258:binShort:4_left_left__REDUCED__8001-8061___8051-8095__DOTS_1,no significant pairs
1813.ID_259_left__REDUCED__3122-3180___3199-3261__DOTS_1,no significant pairs
1814.ID_259:binLong:1_left_left__REDUCED__2907-2948___3075-3135__DOTS_1,no significant pairs
1815.ID_259:binLong:11_left_left__REDUCED__16248-16300___16350-16429__DOTS_1,no significant pairs
1816.ID_259:binLong:55_left_left__REDUCED__6986-7038___7120-7180__DOTS_1,no significant pairs
1817.ID_259:binShort:3_left_left__REDUCED__5633-5683___5667-5726__DOTS_1,no significant pairs
1818.ID_25:binLong:23_left_left__REDUCED__28312-28392___28928-29076__DOTS_1,no significant pairs
1819.ID_25:binLong:24_left_left__REDUCED__18581-18651___19125-19170__DOTS_1,no significant pairs
182.ID_1098_left__REDUCED__15060-15109___15080-15145__DOTS_1,no significant pairs
1820.ID_25:binLong:55_left_left__REDUCED__29229-29324___29306-29370__DOTS_1,no significant pairs
1821.ID_25:binShort:1_left_left__REDUCED__11682-11738___11712-11766__DOTS_1,no significant pairs
1822.ID_25:binShort:2_left_left__REDUCED__13914-13962___13946-14001__DOTS_1,no significant pairs
1823.ID_25:binShort:4_left_left__REDUCED__18830-18929___18917-18953__DOTS_1,no significant pairs
1824.ID_26_left__REDUCED__8115-8169___8200-8278__DOTS_1,no significant pairs
1825.ID_260_left__REDUCED__26196-26251___26341-26381__DOTS_1,no significant pairs
1826.ID_260:binLong:63_left_left__REDUCED__17563-17628___18150-18181__DOTS_1,no significant pairs
1827.ID_260:binShort:1_left_left__REDUCED__29377-29448___29380-29463__DOTS_1,no significant pairs
